ID;name;destination;path;active;kind;openapi
7e59db32-e903-470b-b526-a81d3dc43465;TripPinRESTierService;ODataOrg;/TripPinRESTierService/(S(f313tqonyfpugom0pbyj1rgg))/;false;odata;
7e59db32-e903-470b-b526-a81d3dc43466;MinimalService;bookshop;/minimal/;false;odata;
7e59db32-e903-470b-b526-a81d3dc43467;CatalogService;bookshop;/catalog/;false;odata;
7e59db32-e903-470b-b526-a81d3dc43468;BusinessPartner;S4H;/sap/opu/odata/sap/API_BUSINESS_PARTNER/;false;odata;
7e59db32-e903-470b-b526-a81d3dc43469;CustomerMaterial;S4H;/sap/opu/odata/sap/API_CUSTOMER_MATERIAL_SRV/;false;odata;
7e59db32-e903-470b-b526-a81d3dc43470;Petstore;petstore;/v2;true;rest;/v2/swagger.json
